| OTOMRO   |UNIVERSE| INPUTS                                                               =>    OUTPUTS                                                                            | NRG USED   | REACTION TYPE                | CHEMIST WALLET                             | initateReaction() TX HASH                                          | analyseReactions() TX HASH                                         |
|    49893*|bohr    |   P-23∙ +   P-23∙ +  Cl-26ª +   K-31⁺ +   K-34∙           +      140 =>   P-23 + P-23 + Cl-26 + K-31 + K-34                                      +     133.00 |       7.00 | none                         | 0x8e4852aae4574356583096be2c735dfc11cceaf6 | 0x0549d9fa0725edf3b2bd74613b991973f5ac62aee57d78a05ffd9275bd81664e | 0x0461f69b63b4537d07e1decf40d51c660fad86047835e05dc2569f46936b9679 |
|    49895*|bohr    |  Ct-13⁺ +   L-51⁺                                         +     5000 =>   F-64                                                                   +    3602.80 |    1397.20 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xa5e525b8a7f5be536f4848d2ecce7ac702232b94ab878bdf11c7aed968b602c1 | 0xa72c0513ffd6cbdb70344623f0545f54e3597fe2168e16960a225a9067724ce6 |
|    49897*|bohr    |   As-6∙ +   As-6∙ +   As-6∙ +   K-31⁺ +   K-34∙           +      170 =>   K-31 + K-34 + As₃(As-6,As-6,As-6>)                                     +     141.74 |      28.26 | metallic                     | 0x8e4852aae4574356583096be2c735dfc11cceaf6 | 0x775581c198282b5652bea246eb8d0288e994919204727168bc9f13feea87e774 | 0xa0961aa4fa098c733271c5b3aa61d5f5e3e792e7dfca40359855549a9539b68f |
|    49898*|bohr    |  Ct-17⁻ +  Eb-19⁺                                         +     5000 =>   Mt-36                                                                  +    4109.07 |     890.93 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xce566fe3d10b1f0fc110020a4f7ac30640d6d1bc5282170bfbaa4a43aa211f59 | 0x676afb3d5652d1a5f35daa9e8de68fe709281838f757b1432e3b2e1ffc05f159 |
|    49899*|bohr    |   As-7∙ +   Dz-9∙                                         +     5000 => ⬆ T-16                                                                   +    4253.01 |     746.99 | decay, nuclear               | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xd70f385a85cdb4328b2e857b40a9c23004afc8a0952d73aada6ecff13baf1a1e | 0x6e56120563cfd6e72a9d1d05e4f5ba4a04f8d62b7d7446125697545b3953bba6 |
|    49902*|bohr    |  Xj-18∙ +  Nd-30ª                                         +     5000 =>   Wy-48                                                                  +    3440.13 |    1559.87 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xd9876a6d66ac5312536990613358dfc7b0b8aa72da3e693e1d1f94ab36a73b32 | 0x9558f21ddf833ea8c00a610a0b581a050f11d6278dfa6ed85ebe57429051c328 |
|    49903*|bohr    |   As-6∙ +   Dz-7⁺                                         +     5000 => ⬇ Vi-13                                                                  +    4443.35 |     556.65 | decay, nuclear               | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xa0fe56155dd7c69f086f898d6033a25aafadc728a7b78bac3dee3cb35167b654 | 0x2ad7e991d6416827a53bdd9ae37d74be31bc79c3c84dfe6fbf74c8cb5ae62d52 |
|    49904*|bohr    |  Xj-17⁺ +  Xj-19∙ +  Ro-23ª +  Nd-30ª +  Nd-30ª           +      200 =>   Xj-17 + Xj-19 + Nd-30 + RoNd(Ro-23>Nd-30)                              +     163.61 |      36.39 | chemical                     | 0x8b03c2d55166aa46f0e6353d2ff3019234d5d7c7 | 0x42143a854b4807309316ece633cc323f8a96998201fa64f32080c1c223a4032c | 0x2fb41c2a25e37c3e41802700e4ebd6e186f46fbbb24c710eebff50ea4ba18caf |
|    49906*|bohr    |   As-6∙ +   T-15⁺ +  Nd-30ª                               +        0 => ⬇ As-6 + Ct-15 + Nd-30                                                   +       0.00 |       0.00 | decay                        | 0x96289e0c5e166343915352377e13e94f46815ae1 | 0x7da7396e952e73078a2c42d7e9fdbe3f73f483def1df2a7b9492141add9d3492 | 0x0b076a349f041f95c870174a5125029ad4aa0612b80e242f6f33f267212b13c7 |
|    49908*|bohr    |   As-5⁺ +   Dz-8∙ +   Dz-8∙ +   Dz-8∙ +  Vi-13∙           +        1 => ⬇ Ei-5 + Dz-8 + Dz-8 + Dz-8 + Vi-13                                      +       0.95 |       0.05 | decay                        | 0x96289e0c5e166343915352377e13e94f46815ae1 | 0xa4ffd0e7ff9185e00ff1293bd292806430cff755e5594982868e9248dab6e163 | 0x0b076a349f041f95c870174a5125029ad4aa0612b80e242f6f33f267212b13c7 |
|    49910 |bohr    |   Sr-1∙ +   Sr-2∙                                         +     2000 =>   Sr₂(Sr-1,Sr-2>)                                                        +    1897.14 |     102.86 | metallic                     | 0xcf27f3c53d9c0a96bf8d6c79a65e5cade58439f0 | 0xe976836dff313a8ee9a1f4920ce855fd9fbfca195912c41979bba057b07c0d56 | 0x3aa53a0ca4a064384803d270bd1b4d8fec946247cd452a1c0f3f581cd76980f0 |
|    49911 |bohr    |   Sr-2∙ +   Sr-2∙ +   Sr-2∙ +   Sr-2∙ +   Sr-2∙           +        0 =>   Sr-2 + Sr-2 + Sr-2 + Sr-2 + Sr-2                                       +       0.00 |       0.00 | none                         | 0x96289e0c5e166343915352377e13e94f46815ae1 | 0x9f3a6f2064641e90a9bf28c17cb2843abe569cfa7d4fc5604833acf19ffe486b | 0xb227ffae7a65a41b714e8ae5625a979ab15e1416f902b939a315ab72c4442b86 |
|    49912*|bohr    |   Sr-1∙ +   Sr-2∙ +   Sr-3∙ +   Ei-4∙ +   K-34∙           +      106 =>   K-34 + EiSr₃(Ei-4,Sr-1,Sr-2,Sr-3>)                                     +      91.18 |      14.82 | metallic                     | 0x93e42a1446a2f6a20a35e3ed0498336e948866d2 | 0x5300e2a0a53e1a6029a7ec6420f530518d64095b3694ae1a4200344ec8be4a77 | 0x3ca069f846c5bd67b7a8618e213747ce37db03e9dbdfe76066f9457105caabbc |
|    49913*|bohr    |   T-16∙ +   T-16∙ +  Nd-30ª +  Nd-30ª +  Wy-50∙           +      500 =>   T-16 + T-16 + Nd-30 + Nd-30 + Wy-50                                    +     475.00 |      25.00 | none                         | 0x12c08dad9fa31fc23b273d81c4ea6b1c9e6b73e4 | 0xa8a6be1660feefc3c5dbf043cd32ef2492e9a151c4eab2316a9532d0a616bfcf | 0xb03a33e9bf952d8efb9bdca35fe9080deb4e34bf16619d3cf7047ea3bf0b9288 |
|    49915*|bohr    |   As-6∙ +   As-7∙ +  Nd-30ª +  Nd-30ª +  Gy-67ª           +      300 =>   Nd-30 + Nd-30 + Gy-67 + As₂(As-6,As-7>)                                +     270.73 |      29.27 | metallic                     | 0x12c08dad9fa31fc23b273d81c4ea6b1c9e6b73e4 | 0xc55e494f586740fcfc3a73e6c07a8a45fc9e950f90c1ef3b9a0901eca822d88b | 0xe2ca94b675a86470d64b39f90807b46ae452571a20cad107fff485ec9901106a |
|    49917 |bohr    |   Sr-1∙ +   Dz-8∙                                         +     2000 => ⬇ Dz-9                                                                   +    1560.46 |     439.54 | decay, nuclear               | 0xcf27f3c53d9c0a96bf8d6c79a65e5cade58439f0 | 0x4312b911b6df60e6823b46372db4a2395bec983bc8e34059034cf95fa510f3ce | 0xa10000cd91b2776b6800568936d10a6b0009296129dd6fa1595dd899f87f1243 |
|    49922 |bohr    |   As-6∙ +   Dz-7⁺                                         +     2000 => ⬇ Vi-13                                                                  +    1593.35 |     406.65 | decay, nuclear               | 0xcf27f3c53d9c0a96bf8d6c79a65e5cade58439f0 | 0x81b4939e28dea86b440803e1475d66fd078cf75abd9cec6ea3f02b7655a3247d | 0x07a1fe5870cf454cc9fbf7f84cd793f0e218de212f87fb81658763144f7c64fd |
|    49927 |bohr    |   As-7∙ +   As-7∙                                         +     2000 => ⬆ Ct-14                                                                  +    1442.80 |     557.20 | decay, nuclear               | 0xcf27f3c53d9c0a96bf8d6c79a65e5cade58439f0 | 0x40933dad9dc6082ec90daf527c8ebed4c09bbc9bd0947c32db3dae9053a957b1 | 0xc52360ffcb94493aa23f8c2416ba17d36832a1947102e66d013fb006028f34ff |
|    49931 |bohr    |   Sr-2∙ +   As-7∙                                         +     2000 =>   Dz-9                                                                   +    1551.09 |     448.91 | nuclear                      | 0xcf27f3c53d9c0a96bf8d6c79a65e5cade58439f0 | 0xb824481dea274295942cfcc41ad900215b06e531685a53462581eff91382d63b | 0xbdb9aa0a47523db5c7e4e569b08003b68401d0f623742020433cf1853e301948 |
|    49934*|bohr    |   Ei-5∙ +  Ro-22⁺ +  Yu-27⁺ +  Nd-30ª +  Gy-67ª           +      100 => ⬇ P-22 + Nd-30 + Gy-67 + EiYu(Ei-5>Yu-27)                                +      78.18 |      21.82 | chemical, decay              | 0xa4ed9c3dc3eb4a6163a8a1b598a87c8342390460 | 0x7b7995f5b416633b46d29f5ea953d1b87f6399b9eb3da635affbc700498fc868 | 0x333c8e771bec0702213aca270e9f1d9d845e307978daa89c2f793f11ab5eb017 |
|    49937 |bohr    |   Sr-1∙ +   Dz-9∙                                         +     2000 =>   Gj-10                                                                  +    1546.45 |     453.55 | nuclear                      | 0xcf27f3c53d9c0a96bf8d6c79a65e5cade58439f0 | 0x5fd2a91ca3be7b8630bc28eb4862eafebfdbdfdc4affa2beb088ab83ed3a8e98 | 0xc432f55edd87cd100839bdd780f8e34e8526fa5258002df55024ac1ad3e394ae |
|    49940*|bohr    |   As-6∙ +   T-15⁺ +   P-23∙ +  Ro-23ª +   K-34∙           +       80 => ⬇ Sr-1 + As-6 + Ct-15 + P-22 + P-23 + K-34                               +      76.00 |       4.00 | decay                        | 0xa4ed9c3dc3eb4a6163a8a1b598a87c8342390460 | 0x1b73c830ccda2baa8657ea71ad67470138828806582dff6320a7496d2a30f37f | 0x333c8e771bec0702213aca270e9f1d9d845e307978daa89c2f793f11ab5eb017 |
|    49943*|bohr    |   Sr-2∙ +   Ei-4∙ +   T-16∙ +  Cl-27∙ +  Wy-50∙           +      100 =>   SrClT(Cl-27,Sr-2>T-16) + EiWy(Ei-4>Wy-50)                              +      42.40 |      57.60 | chemical                     | 0xa4ed9c3dc3eb4a6163a8a1b598a87c8342390460 | 0x9099326d45796479f153d1d9970b2f1760f08ec66ea623d43f9b24879fc99288 | 0x333c8e771bec0702213aca270e9f1d9d845e307978daa89c2f793f11ab5eb017 |
|    49946*|bohr    |  Ct-17⁻ +   P-23∙ +  Nd-30ª +   K-34∙ +  Kk-71ª           +      140 =>   Ct-17 + P-23 + Nd-30 + K-34 + Kk-71                                    +     133.00 |       7.00 | none                         | 0xa4ed9c3dc3eb4a6163a8a1b598a87c8342390460 | 0xa1e083853725e4688cad8875afce1d51b5d98bbf0e10ed44becd9c5a4bdbae37 | 0xc04cd818c943c4000c272020933e930cc8efc3fbcd2fcbd694a9eff35c3daa38 |
|    49950*|bohr    |   Ei-5∙ +   Ei-5∙ +  Eb-20∙ +  Eb-20∙ +  Eb-22∙           +      500 =>   Eb-20 + Eb-20 + Eb-22 + Ei₂(Ei-5,Ei-5>)                                +     464.62 |      35.38 | metallic                     | 0x28d5950d4e184237c6e213aabcb8d9558b9db0b3 | 0x78036a772fc9c4aa67022398cc89f78994c9f26829cd5950eeaa01d19cc352b9 | 0x7e0af0ce25de10373ed9f973fced27bfdbd63d007e92d65ad35e86376ea25695 |
|    49958*|bohr    |   Sr-1∙ +   Dz-8∙ +  Vi-13∙ +  Yu-29∙ +  Kk-70ª           +        0 =>   Sr-1 + Dz-8 + Vi-13 + Yu-29 + Kk-70                                    +       0.00 |       0.00 | none                         | 0x96289e0c5e166343915352377e13e94f46815ae1 | 0xcdcc787dd56787b4da3c9fae5487e36717e4fd8ca3b8af9809f5a8b18ee97a51 | 0xca6eb982b3db382974ed136b056602c367c589a93ed298417d06424561f40c67 |
|    49959*|bohr    |   Sr-1∙ +   As-5⁺ +   Dz-8∙ +  Eb-22∙ +  Kk-70ª           +        1 => ⬇ Sr-1 + Ei-5 + Dz-8 + Eb-22 + Kk-70                                     +       0.95 |       0.05 | decay                        | 0x96289e0c5e166343915352377e13e94f46815ae1 | 0x8c866e009e239f381bd6727684c90daa95eb86780b761acaa9737d75949075b6 | 0xca6eb982b3db382974ed136b056602c367c589a93ed298417d06424561f40c67 |
|    49961 |bohr    |   Sr-1∙ +   As-5⁺ +   Dz-8∙ +  Eb-22∙ +  Kk-70ª           +        1 => ⬇ Sr-1 + Ei-5 + Dz-8 + Eb-22 + Kk-70                                     +       0.95 |       0.05 | decay                        | 0x96289e0c5e166343915352377e13e94f46815ae1 | 0xfd750459ab84546bc9f8ebb0f38ac314ab31a345c46665ff06de5e4fef66dd26 | 0xca6eb982b3db382974ed136b056602c367c589a93ed298417d06424561f40c67 |
|    49967*|bohr    |   Sr-2∙ +  Xj-18∙ +   P-21⁺ +  Cl-27∙ +  Mt-34⁺           +        5 => ⬇ Sr-2 + Xj-18 + Eb-21 + Cl-27 + Mt-34                                   +       4.75 |       0.25 | decay                        | 0x96289e0c5e166343915352377e13e94f46815ae1 | 0x952cf593cc13760334ab8028c10276dd259ddd321fc82d2419fd993e08667f2b | 0xca6eb982b3db382974ed136b056602c367c589a93ed298417d06424561f40c67 |
|    49969*|bohr    |  Vi-10⁺ +   T-15⁺ +   T-16∙ +   T-17∙ +   K-34∙           +        5 => ⬇ Gj-10 + Ct-15 + T-16 + T-17 + K-34                                     +       4.75 |       0.25 | decay                        | 0x96289e0c5e166343915352377e13e94f46815ae1 | 0x00906e6db355390a13b6b121dc1afb222a963804a72f5951440ae33a923ab87a | 0xca6eb982b3db382974ed136b056602c367c589a93ed298417d06424561f40c67 |
|    49972*|bohr    |   Sr-1∙ +  Nd-30ª +  Nd-30ª +  Mt-32⁺ +  Mt-32⁺           +      107 =>   Mt-32 + SrMtNd₂(Mt-32,Sr-1>Nd-30,Nd-30)                                +      60.51 |      46.49 | chemical                     | 0x06c5a0b01ce417295ebcfe14bd80d11c0e23fead | 0xf5a43cdba66d1367b16a5428e885ef400be437f4de28ea98cbf885c65278fc0c | 0xd4f1efd64d8cc77a44d2774a89cdb5e47ae026ed6ea7d36a7ae76a1e20f8bc22 |
|    49974 |bohr    |  Eb-20∙                                                   +        0 =>   Eb-20                                                                  +       0.00 |       0.00 | none                         | 0x8c9a169f0a4e3daa2e8d885f1f170dda11db771b | 0xb726ce3b90cf88c74464191c2dacd6ed41e7dc8cc5e6f75280b3efe216f0d890 | 0x71da8f6e7cef7b1536c59928270e15a15435ed4cb1cad497c568d9fd0ef1ff38 |
|    49977*|bohr    |   Sr-1∙ +   Dz-8∙ +   T-16∙ +  Ro-24ª +  Nd-30ª           +        0 =>   Sr-1 + Dz-8 + T-16 + Ro-24 + Nd-30                                     +       0.00 |       0.00 | none                         | 0x96289e0c5e166343915352377e13e94f46815ae1 | 0x8e351f562d316d725460582e1b6bac4ace93937bbf06e6a9a5cdfb82203dade0 | 0xf1f692cb8c66e33038c8949068e446610156693cf5dc8bbbbf8c339101c9ad00 |
|    49980*|bohr    |   Sr-2∙ +   Ei-5∙ +   Dz-9∙ +  Ct-15∙ +   T-16∙           +        1 =>   Sr-2 + Ei-5 + Dz-9 + Ct-15 + T-16                                      +       0.95 |       0.05 | none                         | 0x96289e0c5e166343915352377e13e94f46815ae1 | 0xb2dd5ff202f52c7006d1ae49b49578ca55728ac11cc87604fa50aaece5e802b6 | 0x9f1ac3495b3e20bb71eae10724be1cea42bec6a50253b335437781666de86635 |
|    49982*|bohr    |   Ei-5∙ +   Dz-9∙ +   T-15⁺ +  Xj-18∙ +  Wy-50∙           +        3 => ⬇ Ei-5 + Dz-9 + Ct-15 + Xj-18 + Wy-50                                    +       2.85 |       0.15 | decay                        | 0x96289e0c5e166343915352377e13e94f46815ae1 | 0xa07fab56874bf3dece1849e59be7b16d066147c53b5b3e2904c75f3ab7d116b5 | 0xdebd92f9a0e267825d2db4e7aa2840cdb50e98472cf46b1ebf6011356b0a4b7a |
|    49986*|bohr    |   Sr-1∙ +   Ei-5∙ +   As-5⁺                               +        0 => ⬇ Sr-1 + Ei-5 + Ei-5                                                     +       0.00 |       0.00 | decay                        | 0x3a4055f28c54a737b9197eea00ab6f34986ec166 | 0x7771d0985ec5fca6fae8f67fcacbdc083e661e0e9f2e5550d9c765dc0d709dee | 0xd1266e624d117372699de120177a00814e2a5992b4479e657dd2f6732f173d8f |
|    49987*|bohr    |  Ct-13⁺ +  Ct-15∙ +   T-17∙ +   K-34∙ +  Yv-72ª           +      500 => ⬇ Vi-13 + Ct-15 + T-17 + K-34 + Yv-72                                    +     475.00 |      25.00 | decay                        | 0x96289e0c5e166343915352377e13e94f46815ae1 | 0xd248df961504c596ffd2ccf41afb4b28e5e24696e39087065a3cdd4ecab782fc | 0x47c8266c53f6a73cced63cc6d0aa321ae4cea5be6fb9d6b3f73dd5016d6be301 |
|    49991*|bohr    |   As-6∙ +   As-7∙ +  Ct-15∙ +  Ct-15∙ +  Xj-17⁺           +      105 => ⬇ Ct-15 + Ct-15 + T-17 + As₂(As-6,As-7>)                                 +      85.48 |      19.52 | metallic, decay              | 0x978924a437bfab99d201d60ea5f6c7a57152b6c3 | 0xa80f858961a2628d502087b64125c0d9094f645c03fbc8a7c14b9fb877b2c48c | 0x12e19a11272464ddcb0d97543830c7b9df16bb18d2d187292bdc7fd091132a1d |
|    49992 |bohr    |   Sr-1∙ +   Sr-1∙ +   Sr-1∙                               +        6 =>   Sr₃(Sr-1,Sr-1,Sr-1>)                                                   +       2.84 |       3.16 | metallic                     | 0x9fca5cb296333aa780d3367951f766ab3d7d4098 | 0xa0b330c3f1ad957f81f7f6906f8d7349fac6e9e614792b45eea9cdc172abe1c0 | 0xf7d8468b6a879fd137dd26637d12c3bf38889797a58333a5234032d2ccf7662a |
|    50003 |bohr    |   Sr-1∙ +   Sr-1∙ +   Ei-5∙                               +       10 =>   EiSr₂(Ei-5,Sr-1,Sr-1>)                                                 +       2.83 |       7.17 | metallic                     | 0x3a4055f28c54a737b9197eea00ab6f34986ec166 | 0x6c68fcf37be355c5f9c55a153b3cf7c9888270bff582887f2cc18c962a640f73 | 0xe9ebb10e598cd2efe499037c321709bd69d055cc2b6d610dba80614c4d257e9f |
|    50013*|bohr    |  Vi-10⁺ +  Ct-13⁺ +   P-21⁺ +   K-34∙ +  Mt-35∙           +      180 => ⬇ Gj-10 + Ct-13 + K-34 + MtEb(Mt-35>Eb-21)                               +     144.43 |      35.57 | chemical, decay              | 0xac4afee4646a58b2ec97c71ae6c659d85e0f4e17 | 0x82e988abe730fb7c4fdb801da3e13cc1ded96d6954de070e00d4e806af1b9cbb | 0x9a8b82be7ab0b3cc40675a9b79ee4381453f72964061cc4588aece7f56d86dca |
|    50016*|bohr    |   Sr-1∙ +  Gj-10∙ +  Ct-13⁺ +  Xj-18∙ +   L-51⁺           +      231 => ⬇ Gj-10 + Vi-13 + Xj-18 + SrL(Sr-1>L-51)                                 +     193.54 |      37.46 | chemical, decay              | 0xac4afee4646a58b2ec97c71ae6c659d85e0f4e17 | 0xe7a9b79a9f0a2b1043b2d3a3a4352839ff2b9c95aabc195e39bafa6d9898dc06 | 0x619d3398acbeaf088f558264edac0ead548d8aa6402fdfdd3dc9df625bb9cb40 |
|    50017*|bohr    |   Sr-2∙ +   Sr-2∙ +  Gj-10∙ +  Vi-13∙ +   K-34∙           +      400 =>   Gj-10 + Vi-13 + K-34 + Sr₂(Sr-2,Sr-2>)                                 +     376.19 |      23.81 | metallic                     | 0xac4afee4646a58b2ec97c71ae6c659d85e0f4e17 | 0xd871a22e425bb5ac128d764c1644ed33c54afea51c7cbd267b892244fbc9358e | 0x6c57b79e08f92dd6863244f45ded86ccf340d18bc49bb8666502e7c53d526c8f |
|    50019*|bohr    |  Xj-18∙ +   P-21⁺ +  Nd-30ª +   K-34∙ +  Kk-71ª           +      345 => ⬇ Xj-18 + Eb-21 + Nd-30 + K-34 + Kk-71                                   +     327.75 |      17.25 | decay                        | 0xac4afee4646a58b2ec97c71ae6c659d85e0f4e17 | 0x4e3e56750ecd0292478188930fabf4fc93a21e86c20e2981a7d3b7e440a0319a | 0x68d360ba07e15e6f75a16ebc847dcb9b83f429c92d2e90eea3584bb5c3e9400e |
|    50021*|bohr    |  Vi-13∙ +  Eb-21∙ +  Yu-29∙ +   K-34∙ +  Kk-71ª           +      400 =>   Vi-13 + Eb-21 + Yu-29 + K-34 + Kk-71                                   +     380.00 |      20.00 | none                         | 0xac4afee4646a58b2ec97c71ae6c659d85e0f4e17 | 0x08c2111f814db10bae7f81ade4b52689ef1ee0217d14b5a5068ad6a35bca6031 | 0xc3b10e46dfbf863f51155be1fc91e8d20276a58d49654c965baf0a36d49fb777 |
|    50023*|bohr    |   Sr-1∙ +   Sr-2∙ +   Dz-7⁺ +   T-16∙ +  Eb-21∙           +      109 => ⬇ As-7 + T-16 + Eb-21 + Sr₂(Sr-1,Sr-2>)                                  +     100.69 |       8.31 | metallic, decay              | 0xdecd43facd590817d06910165c5f4ea05a3e86c1 | 0x4a9f5c12c2a92e0ac15504f8e85f4af3acb0cfc374a8c6b53128fbd94bb96585 | 0x6789fb3ac4dff217e09014f83dcd29ca3ff26f8d93aeb592845783aae9fbef5b |
|    50026*|bohr    |   Sr-1∙ +  Gj-10∙ +  Eb-21∙ +  Nd-30ª +   K-34∙           +      242 =>   Gj-10 + Eb-21 + K-34 + SrNd(Sr-1>Nd-30)                                +     213.86 |      28.14 | chemical                     | 0xac4afee4646a58b2ec97c71ae6c659d85e0f4e17 | 0x88f9f29e1ffa04861a8368958456e5565dc589a66b08439239c6fab488f438d9 | 0x4e731b1b14a4013b6c6adc437d31e3c905230ddd8eb7125c8f23e47cf4479815 |
|    50032*|bohr    |   Dz-7⁺ +  Ro-22⁺                                         +     5000 => ⬇ Nd-29                                                                  +    4318.21 |     681.79 | decay, nuclear               | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xc1fd9b553f5035ac60e6611dd6e1de31a1587c7e6dc82fdede38c5e350148ae2 | 0xce7ba17d0e5bf7ba543420bf130f36fc33739390cee0c010187b043bb50837fb |
|    50033*|bohr    |   Sr-2∙ +   P-21⁺                                         +     5000 =>   Sr-1 + P-22                                                            +    4266.17 |     733.83 | decay, nuclear               | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x0c485878038434c429f5855c8cb95a1ce049859e18407b854956e768652da3de | 0xb559b80f99cbb6975ee204a0de7bd83eeb34ff6d2b23b1c0124064966b41883b |
|    50034*|bohr    |   Ei-5∙ +   P-23∙                                         +     5000 =>   Cl-28                                                                  +    3937.69 |    1062.31 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x6bf4d2e0df474cb0c8ba8ec6edf71ddfd1ac6888ca4694e59ecf26e907db9205 | 0x9aa6f2b6211b5dee560eb6d7772aa4b35e50231d75d52d01140917febb45ffe9 |
|    50035*|bohr    |  Ro-24ª +  Pb-48∙                                         +     5000 =>   Yv-72                                                                  +    2555.46 |    2444.54 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x9fb3b4bfaab26dde40da44a7e0ac10dfef819dcdd3e7ea062126943fb5b36dd6 | 0xd5b537f5fe30856c0e92c31b59f0a14d445eeb312416fa088244afb386eefedb |
|    50036*|bohr    |  Vi-11⁺ +  Yu-27⁺                                         +     5000 => ⬇ Dx-38                                                                  +    4063.75 |     936.25 | decay, nuclear               | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x76618f163a15f76784a10121e197f5ad69932d45f72155b430cb602468864148 | 0xaaef4fb49bf93630aadc9e4ea4741f7e8b7ba36ebdd96f134a24b59458ad7adf |
|    50038*|bohr    |  Ct-15∙ +   T-15⁺                                         +     5000 =>   Nd-30                                                                  +    3991.28 |    1008.72 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x2a503e0996c1f1b58aa108a77c84beb7770285d9760414dffd0d69d2767e3b4b | 0xceb15697a4e5138f9e8d5e1338da1a2391c8bb941a79ba49b18edbb50dfc4105 |
|    50039*|bohr    |  Ro-24ª +  Uq-47⁻                                         +     5000 =>   Kk-71                                                                  +    3085.14 |    1914.86 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xbba1691be001f975b1db6d6ed49137bf954483131555c108e3fc33381e859ea2 | 0xd0b3133c6d5f4f10663923c54d59ed0b2797cf0e2ef8acf6e98504c797080b83 |
|    50040*|bohr    |  Cl-25⁺ +  S-102ª                                         +     5000 =>   P-22 + Cv-105                                                          +    2311.45 |    2688.55 | decay, nuclear               | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xce351cc964b7dcca22f97ec7fd585aec1d6a8ed7e6a13812357e79a92198f3cc | 0x9702b182ebdb41ca006bd9665de0fc635a92a01e20029e636d42ceea096b6d90 |
|    50041*|bohr    |  Mt-32⁺ +  Kk-71ª                                         +     5000 =>   P-22 + W-81                                                            +    2495.01 |    2504.99 | decay, nuclear               | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xbaba862f435d304a62605a0d06c54ce304a5b1b4db189e08d11dec2d4ccb7408 | 0xcf437415ab37d79082a44c3ce45ec52dcf7d6ed5373788ec0ba4f7a5c43abeb2 |
|    50042 |bohr    |  Ct-17⁻ +  Pb-48∙                                         +     5000 =>   Ns-65                                                                  +    3250.47 |    1749.53 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xc82d78a3858e6ae87a2d7e90889222845dae7a5671c14c6d55b51f0a70d6fb04 | 0x6760c7efbe0299eaa9e7cdcf221dfdf69026134bcdc3272a942c2acf1a5f6d2e |
|    50044 |bohr    |   Sr-1∙ +   Dz-8∙                                         +     5000 => ⬇ Dz-9                                                                   +    4410.46 |     589.54 | decay, nuclear               | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x0a9530a9c4dba7032a6cecc781b8c21e9d2ae81e26c01d69e8af35be398a7492 | 0xf0e21a94e9a8e0a0885ab0d5311af4e24d679c40e40e0db9624322a50936c196 |
|    50045 |bohr    |   Sr-1∙ +  Ct-17⁻                                         +     5000 => ⬆ Xj-18                                                                  +    4400.15 |     599.85 | decay, nuclear               | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x6be5bcaaa97410e748e542a96fbac13a6cf4d74602aa240d34c6e56210d999a6 | 0x852d14c622d98ae6846dd771d70b518c4a562cd4cbefd27956e10384e59edd9c |
|    50047 |bohr    |   T-17∙ +  Kk-71ª                                         +     5000 =>   N-88                                                                   +    2620.22 |    2379.78 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xda709d5c00c7862e40fbf8b83f24bc79760dae5321651ff1638d40436e6fa55b | 0xbcd4b25a921055ae2d5093d49a200871fae2c69cfe2d79afb80ebb4f0ef73a25 |
|    50048*|bohr    |   As-5⁺ +  Cl-25⁺                                         +     5000 => ⬇ Nd-30                                                                  +    4345.11 |     654.89 | decay, nuclear               | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x1c453fd258417fd6eaaba9f23852c4d61d5397d15cdc9f9e84f150dc391e73f9 | 0x86b843335b610d79eb15955aaa0ed5606f828afaf4b1e2db0d72a96fb7ff1535 |
|    50049*|bohr    |   Dz-9∙ +  Ro-24ª                                         +     5000 =>   K-33                                                                   +    3967.63 |    1032.37 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x20d713d7c02e17424619e3e2f18e0928f5cddcf4666fad6dca23e0ad43fd5b3a | 0xc4331e7c915277e2133ee6a8198c579a3c16e3c79bc30c17b5c47c14010f72f9 |
