| OTOMRO   |UNIVERSE| INPUTS                                                               =>    OUTPUTS                                                                            | NRG USED   | REACTION TYPE                | CHEMIST WALLET                             | initateReaction() TX HASH                                          | analyseReactions() TX HASH                                         |
|    38487*|bohr    |  Eb-22∙ +  Eb-22∙ +   P-22⁺ +   P-23∙ +  Wy-50∙           +       50 => ⬇ Eb-22 + Eb-22 + Eb-22 + P-23 + Wy-50                                   +      47.50 |       2.50 | decay                        | 0x7442fd3b6e3513f0cbf40f4e79110bed1454adbd | 0x5c41056cd441f08a16b551314d067c39731d844a94fa94e0177d67e52a9d6e74 | 0x626c9162d0778254b6c3167b1c29121069074eabc58390c9c7027c4cd147c978 |
|    38493 |bohr    |  Ct-15∙ +   T-17∙ +  Xj-19∙ +  Eb-22∙ +   P-23∙           +        0 =>   Ct-15 + T-17 + Xj-19 + Eb-22 + P-23                                    +       0.00 |       0.00 | none                         | 0x7442fd3b6e3513f0cbf40f4e79110bed1454adbd | 0x8725dcfa517e4c71a30436feb8da2039d07afd5b162dafe24bee031d428c5824 | 0x84941ff7b8c493131b3ba61af4b88bcd89dae2a6cf9871011f50960821fe346e |
|    38498*|bohr    |   Sr-1∙ +   As-5⁺ +   T-17∙ +  Eb-22∙ +  Kk-70ª           +        0 => ⬇ Sr-1 + Ei-5 + T-17 + Eb-22 + Kk-70                                     +       0.00 |       0.00 | decay                        | 0x7442fd3b6e3513f0cbf40f4e79110bed1454adbd | 0xaa8bbabb77d19f7a09ba8594ca381696e21edf7459cd1ab9712149e11486af5d | 0x66740ea65dbd7bfa0c329835d64779801fd309819ec2a812f3f6736e6b1bb9a2 |
|    38499*|bohr    |   Sr-1∙ +  Ro-25∙ +  Cl-26ª +  Nd-30ª +  Wy-50∙           +        0 =>   Sr-1 + Ro-25 + Cl-26 + Nd-30 + Wy-50                                   +       0.00 |       0.00 | none                         | 0x7442fd3b6e3513f0cbf40f4e79110bed1454adbd | 0x5fd6b32a6dec3a18936b0ded68b11e55be716e0d540f7b3f7038e567b6ba4c2c | 0x66740ea65dbd7bfa0c329835d64779801fd309819ec2a812f3f6736e6b1bb9a2 |
|    38501*|bohr    |   Sr-2∙ +  Xj-18∙ +  Eb-22∙ +   P-23∙                     +        0 =>   Sr-2 + Xj-18 + Eb-22 + P-23                                            +       0.00 |       0.00 | none                         | 0x7442fd3b6e3513f0cbf40f4e79110bed1454adbd | 0xe390343304c21dbe6cb976b7163ca6d30791b13ce3ad92224003ac52b5aa7269 | 0x66740ea65dbd7bfa0c329835d64779801fd309819ec2a812f3f6736e6b1bb9a2 |
|    38505*|bohr    |   Sr-1∙ +   Sr-2∙ +   Ei-5∙ +   Dz-8∙ +  Xj-19∙           +        0 =>   Sr-1 + Sr-2 + Ei-5 + Dz-8 + Xj-19                                      +       0.00 |       0.00 | none                         | 0x7442fd3b6e3513f0cbf40f4e79110bed1454adbd | 0x41f133983dc6970c2f3d626f0c1ed93e6aa1343a11891740d7d2329218073b5c | 0x6d91af9ecd22525fb0640687b60081310de974e49083cf03dd3789679855362e |
|    38507*|bohr    |  Eb-22∙ +  Ro-25∙ +  Nd-30ª +  Nd-30ª +  Wy-50∙           +      200 =>   Eb-22 + Nd-30 + Wy-50 + RoNd(Ro-25>Nd-30)                              +     162.62 |      37.38 | chemical                     | 0x7442fd3b6e3513f0cbf40f4e79110bed1454adbd | 0xa0dc5f466d55c6e979a0c5b4da1528c0b41c32b19d199e2af3831bec67857593 | 0x6d91af9ecd22525fb0640687b60081310de974e49083cf03dd3789679855362e |
|    38520*|bohr    |  Gy-67ª +  S-102ª                                         +    15000 =>   P-22 + Gy-67 + Co-80                                                   +   14250.00 |     750.00 | decay                        | 0x064f5692b711fe69cc10ef3848ba659b8b6dcefa | 0x4ad7f8b76857ba317be83fdf06e2f87f4b10cf871dbeaab070910cb31551d3e2 | 0x5732c1d325b4bc181d336b9aaaa0f9900dc32e7bc0ec18987eb5daf9f1418b5e |
|    38522 |bohr    |   Sr-3∙ +  Lu-37∙                                         +     2400 =>   ?                                                                      +          ? |          ? | ?                            | 0x9e680f3d7566464b3b3e63c9ad37dc2b9e5452e2 |                                                                  ? | 0x4c114f7d49d5d5705fe6e609e583ef508e7676164cacc29c0e8cd781eb2f12e6 |
|    38524*|bohr    |  Gy-67ª +  Kk-70ª                                         +     5000 =>   P-22 + Aw-115                                                          +    1067.47 |    3932.53 | decay, nuclear               | 0x064f5692b711fe69cc10ef3848ba659b8b6dcefa | 0x0499627055d1fcdf7e4f15c19bc442f452d3df47d0d0621f3397bbd7dfce5e5d | 0x46497a0bf03a74ab37dc3d5f5c47e7e4e88f3a10c8982d7f14703bee9729d3dd |
|    38526*|bohr    |  Gy-67ª +  Co-80ª                                         +     5000 =>   Gy-67 + Co-80                                                          +    4750.00 |     250.00 | none                         | 0x064f5692b711fe69cc10ef3848ba659b8b6dcefa | 0x98150f13552755bc01aa7ec956589fb9aa80f1eb7afe97ee96438d3479a96189 | 0x0a489db23dd4ffca3a6956c56e0dc3ffaf09475030526a1c41f60a33a9953305 |
|    38531 |bohr    |  Ro-23ª +  S-102ª                                         +     5000 =>   P-22 + Z-103                                                           +    2433.33 |    2566.67 | decay, nuclear               | 0xf8d0c9f300d0649861963ebae0bb568533619448 | 0xdc976b8666f295d8c128c17d9e68f9120dc93d00d80e773366231f1ee7eb5470 | 0x9000e289926e27a2056bada443c6ee1ad6e4ca769d63f4a3911fdf149876776d |
|    38535*|bohr    |  Nd-30ª +   K-31⁺ +  Uq-47⁻ +  Kk-70ª +  Kk-71ª           +      382 =>   Nd-30 + K-31 + UqKk₂(Kk-70,Kk-71,Uq-47>)                               +     196.13 |     185.87 | metallic                     | 0x4a33eb49766f2b0d973fe64915c2cebae597f524 | 0x4c91ffcd897bc5b5a21a49d351095aac26328188d3d744076e2f3b1bbae985ee | 0x6ddfeffc3f526c4c99872cf1929c7d09239730ff73438c9c79e99b7e40088e20 |
|    38536*|bohr    |  Kk-71ª +  Co-80ª                                         +    15000 =>   Kk-71 + Co-80                                                          +   14250.00 |     750.00 | none                         | 0x064f5692b711fe69cc10ef3848ba659b8b6dcefa | 0xbdf37a922e0389e6631bcf831ff592de9ea631f0197a9f5407acf34d1563863c | 0x60edf5c5496c26991929cee0cebf25686d07eff4732c3946dfbd1692757d6d5a |
|    38540*|bohr    |  Ro-22⁺ +  S-102ª                                         +     5000 =>   P-22 + Z-102                                                           +    2626.08 |    2373.92 | decay, nuclear               | 0xf8d0c9f300d0649861963ebae0bb568533619448 | 0x1f97669dcd490b3e9cfd07d3d4cbf674c1117d7fe68d739a151f9e54a1b528bc | 0xee6214f4c58c7d81482ad8cc9b6bdea39ae6907db9c474c49b35fc25e7b16edc |
|    38541*|bohr    |  Ro-24ª +  Yu-27⁺ +  Nd-30ª +   K-34∙ +  Kk-70ª           +     1017 =>   Yu-27 + K-34 + Kk-70 + RoNd(Ro-24>Nd-30)                               +     939.26 |      77.74 | chemical                     | 0x4a33eb49766f2b0d973fe64915c2cebae597f524 | 0xbe8cf54ff123e2bac0d038377723536e8b21d37d358b3ae26996875cfd9ff5e6 | 0x202611bec71be947e183c48b29edab9430b2623cb59a481dc94090e5615c81fb |
|    38542*|bohr    |  Mt-35∙ +  Co-80ª                                         +    15000 =>   P-22 + Se-93                                                           +   10535.40 |    4464.60 | decay, nuclear               | 0x064f5692b711fe69cc10ef3848ba659b8b6dcefa | 0xbeec35ab48fd2a5a638c0875ecde650c3fa6a2d04b23e93d71f561d5660fb806 | 0xd87387250bc037e7deb5ad85689988414b5723c93741029fc124f1f25f502a4a |
|    38543*|bohr    |   T-15⁺ +  Yu-27⁺ +   K-31⁺ +   K-34∙ +  Kk-70ª           +     1059 => ⬇ Ct-15 + K-31 + K-34 + ClKk(Cl-27,Kk-70>)                               +     920.01 |     138.99 | metallic, decay              | 0x4a33eb49766f2b0d973fe64915c2cebae597f524 | 0x3a0e41ce9b75338b80fa5874c51959685a068f2cf682f8ef61c68b6c23cc2eeb | 0xae668c15c1344593337caaf4e2d891a0e0d861f6e026dc966838fc2c217ffb08 |
|    38545*|bohr    |  Ro-23ª +  Co-80ª                                         +    12000 =>   P-22 + W-81                                                            +    9252.42 |    2747.58 | decay, nuclear               | 0x064f5692b711fe69cc10ef3848ba659b8b6dcefa | 0x3fd62db9d99be97c0c126846b9972fc360fba632156a09721620772cd0deec92 | 0xd87387250bc037e7deb5ad85689988414b5723c93741029fc124f1f25f502a4a |
|    38548*|bohr    |  Ct-15∙ +   T-15⁺ +   K-31⁺ +   K-34∙ +  Mt-35∙           +     1162 => ⬇ Ct-15 + Ct-15 + K-31 + K-34 + Mt-35                                    +    1103.90 |      58.10 | decay                        | 0x4a33eb49766f2b0d973fe64915c2cebae597f524 | 0xab2bf2a5322540fa93edeadac509307ac22f5be0134c12a391cf1831715b6c3e | 0xcd26b89d0bd3e28042b69d8101574819c3ce845fe67a9976f91750f99c050e5b |
|    38549 |bohr    |   T-17∙ +  Cl-25⁺                                         +     2000 =>   V-42                                                                   +     767.57 |    1232.43 | nuclear                      | 0xf8d0c9f300d0649861963ebae0bb568533619448 | 0x2a146071c6a3c91e284d43bc74ae274bd061ab4038e03b07da15991ec1576b83 | 0x16dcf4470241c82d6011c13951aee478841d7a60c27832d09b60fa1108467b00 |
|    38550*|bohr    |  Vi-11⁺ +  Eb-20∙ +  Nd-30ª +  Mt-35∙ +  Kk-71ª           +     1357 =>   Vi-11 + Nd-30 + Kk-71 + MtEb(Mt-35>Eb-20)                              +    1263.05 |      93.95 | chemical                     | 0x4a33eb49766f2b0d973fe64915c2cebae597f524 | 0x9835b19c757c8fd5f163813050ad4444ffca1fdaeaa39473e697720b0aec7f7b | 0xa8cbe1dff02c8534df2a820cbd46ccf4bc525a65a1a19767bf46f9a67fcfc331 |
|    38560*|bohr    |   Sr-1∙ +   Ei-5∙ +  Eb-21∙ +  Ro-23ª +  Yv-72ª           +      100 =>   Eb-21 + P-22 + Yv-72 + EiSr₂(Ei-5,Sr-1,Sr-1>)                          +      88.33 |      11.67 | metallic, decay              | 0xb98cae453efbc80e71011ceeea1f83562867c8ea | 0xd7aaf7ba0adc82971e97ab4cf7114ad421a9361f970d2739516966080bbf7328 | 0x390a7fa8c8e8a7ed56e4c3207c67f05abdc7821bf1d5ba879b9053a381e11044 |
|    38568 |bohr    |  Ro-23ª +  S-102ª                                         +     5000 =>   P-22 + Z-103                                                           +    2433.33 |    2566.67 | decay, nuclear               | 0x064f5692b711fe69cc10ef3848ba659b8b6dcefa | 0x02c70ef3a51faac29da7186c0c60e0860f9109c6cbcf2c1bdca73b980ea3d5bb | 0x3ae3d8385a40c352a495191c577839e115a19261d512204bc1af306eed7d7fcf |
|    38570 |bohr    |  Ro-23ª +  S-102ª                                         +     5000 =>   P-22 + Z-103                                                           +    2433.33 |    2566.67 | decay, nuclear               | 0x064f5692b711fe69cc10ef3848ba659b8b6dcefa | 0xbb7149fb75c892bc94b2ea07834cf7f845c8508255b25baafc8e752482210e63 | 0x3ae3d8385a40c352a495191c577839e115a19261d512204bc1af306eed7d7fcf |
|    38576*|bohr    |  Dx-38⁺ +  Z-103ª                                         +    16000 =>   P-22 + Dx-38 + W-81                                                    +   15200.00 |     800.00 | decay                        | 0x064f5692b711fe69cc10ef3848ba659b8b6dcefa | 0xd8d6e306e7c15aa664db4314aa764535c250549c07d14ae00acb338412a0a6e9 | 0x670c023f5497a22cf598f1121478e15cbe5b76cad5ad2dbdf05ca52e43d2023b |
|    38578*|bohr    |  Ro-23ª +  Cl-26ª +  Uq-47⁻                               +        0 =>   Sr-1 + P-22 + Cl-26 + Uq-47                                            +       0.00 |       0.00 | decay                        | 0x07f00bf1f5d9cf040472b28f1464bb08100ce3e5 | 0x4bbfaca01cfc45338773ac5c28a51a526f5e9e706fab6c169f6ff3d1d09a0b7e | 0x207126480128b8fd8aa92ec2abb1a6ef9a1fe4c39a0eb8d0d60c0733431ef492 |
|    38582 |bohr    |   V-42⁺ +  Z-103ª                                         +     5000 =>   P-22 + V-42 + W-81                                                     +    4750.00 |     250.00 | decay                        | 0xf8d0c9f300d0649861963ebae0bb568533619448 | 0x866c13b550558df0822d48bfd962de33944143a18080a8ca21094a1ef3a128f7 | 0x88dd84e16cf6be44dbd25b2221ede803eae07a669bcb52a330174084e668cec1 |
|    38584*|bohr    |   Sr-1∙ +   As-7∙ +   As-7∙ +  Cl-27∙ +  Yv-72ª           +        0 =>   Sr-1 + As-7 + As-7 + Cl-27 + Yv-72                                     +       0.00 |       0.00 | none                         | 0x07f00bf1f5d9cf040472b28f1464bb08100ce3e5 | 0x6ada4a3e1eccc2586d5b28ad96e0354ebf0245f816c9a121e54be976e6ad7980 | 0x207126480128b8fd8aa92ec2abb1a6ef9a1fe4c39a0eb8d0d60c0733431ef492 |
|    38594 |bohr    |   Sr-1∙ +  Mt-35∙                                         +     2000 =>   Lu-36                                                                  +    1074.80 |     925.20 | nuclear                      | 0xf8d0c9f300d0649861963ebae0bb568533619448 | 0xb0e2722aff7c33ab4a5cc8f10747b14278c481d8e90adc7d5136de194705f8af | 0xa95007a7d6cae1f4867fd0c9b1b27e3095104a54c27e12c432e209f9e623b0a4 |
|    38600*|bohr    |  Lu-36∙ +  Z-102ª                                         +    10000 =>   P-22 + Ha-116                                                          +    5585.43 |    4414.57 | decay, nuclear               | 0xf8d0c9f300d0649861963ebae0bb568533619448 | 0x6cdd4bb91903cdf884d30171ef7a715932e0ee7028f1b389e216a7cadb3cf2b5 | 0x57b274d44c42376404b1799758ad45d26890740d5089a0411e51bbba5246586c |
|    38603 |bohr    |   Ei-4∙                                                   +      400 =>   Sr₂(Sr-2,Sr-2>)                                                        +     297.71 |     102.29 | metallic, nuclear            | 0x3d5860e92964c01e3611df3a2b6a9578e29be001 | 0x1bd35f12338c6eb473e27886d0782b93dd4a59fa6e9a03db637407117a8f72d0 | 0xfb628364f0b066d34de3dee8d57ab4dc00961c2b3ec5979226ed09c74a53129e |
|    38608 |bohr    |   Ei-4∙                                                   +      400 =>   Sr₂(Sr-2,Sr-2>)                                                        +     297.71 |     102.29 | metallic, nuclear            | 0x3d5860e92964c01e3611df3a2b6a9578e29be001 | 0x79933c25a1107e0b484111dda02579cf2289166a1785e7b69478d1f923b7494f | 0xe389e6e5bc266cce6be12b722944cb08e48f6b2ee3c83f1f3499705f424ba156 |
|    38612 |bohr    |   Ei-4∙                                                   +      400 =>   Sr₂(Sr-2,Sr-2>)                                                        +     297.71 |     102.29 | metallic, nuclear            | 0x3d5860e92964c01e3611df3a2b6a9578e29be001 | 0xd3d1ade1217d3d9e9c0e182a644e0c9be26b462751b13f8782843ad2825f2c94 | 0x2f14726bf20be4a9c4a60e52ffb97069fb57d757423fc7d0cf8432df0540a0df |
|    38615 |bohr    |   Sr-3∙ +  Mt-32⁺                                         +     2000 =>   Lu-35                                                                  +    1268.51 |     731.49 | nuclear                      | 0xf8d0c9f300d0649861963ebae0bb568533619448 | 0x9258746612dcca2be6ca95b1de82ff106ae4a04af24302c08b9f577cad258c1f | 0x15aa1a398a3e967c78edb485683275af1c9249b36970eefe8fb706bc915d08a1 |
|    38616 |bohr    |   Ei-4∙                                                   +      400 =>   Sr₂(Sr-2,Sr-2>)                                                        +     297.71 |     102.29 | metallic, nuclear            | 0x3d5860e92964c01e3611df3a2b6a9578e29be001 | 0x63fb6a934bee7f7d6d196aa83e536e31ef0dc0773009cb8b3d672671b2dd7118 | 0x492b29f22fc98356a4f99102bced017e6382b7c1a99325f3bf837c42b91cd8f4 |
|    38621*|bohr    |   Dz-7⁺ +  Cl-26ª                                         +       40 => ⬇ AsCl(As-7,Cl-26>)                                                      +       5.23 |      34.77 | metallic, decay              | 0xf7c5bf2ccb997513c07cf7998c7fd60e679fae7c | 0xa987eca149b4e9b27583324963ffc7634516c60f8ac74b3d15df7491c09ed07f | 0x424cd99d5e54bfdbbfc0380a37dc72e00a737b8de2194e4e2fbe136d306daeda |
|    38622*|bohr    |   Ei-5∙                                                   +      400 =>   Sr₂(Sr-2,Sr-3>)                                                        +     265.56 |     134.44 | metallic, nuclear            | 0x3d5860e92964c01e3611df3a2b6a9578e29be001 | 0x81c193f446e668b04a6b14bdc145c221065e0034e9bc4a785841994e87fa51cd | 0xd614b92608d538ec8877c7fa9b94635cf6f8360f8a1aa3775dec1d002a1e4545 |
|    38624*|bohr    |  Ro-22⁺ +  S-102ª                                         +     2000 => ⬇ P-22 + P-22 + Co-80                                                    +    1900.00 |     100.00 | decay                        | 0xf8d0c9f300d0649861963ebae0bb568533619448 | 0xc6497057089edf30be0cb3ef5302beb035e389ef7dfcbbb7a86dfcd874a46bdb | 0x15aa1a398a3e967c78edb485683275af1c9249b36970eefe8fb706bc915d08a1 |
|    38625 |bohr    |   Sr-2∙ +   Sr-2∙                                         +       40 =>   Sr₂(Sr-2,Sr-2>)                                                        +      34.19 |       5.81 | metallic                     | 0xf7c5bf2ccb997513c07cf7998c7fd60e679fae7c | 0x0f850f1116f9da1e958db6346f12c9349d1831f4cf37944a524a11481a450d0d | 0x424cd99d5e54bfdbbfc0380a37dc72e00a737b8de2194e4e2fbe136d306daeda |
|    38627 |bohr    |   Ei-4∙                                                   +      400 =>   Sr₂(Sr-2,Sr-2>)                                                        +     297.71 |     102.29 | metallic, nuclear            | 0x3d5860e92964c01e3611df3a2b6a9578e29be001 | 0x01c308e9078ff72868c5fb70846ba23cea136d977f2bd634192efdbbaebf9316 | 0x905d8cff04cdfdf64f689abcdcbb054e279fa77e77988026f9bdd5d390c734c9 |
|    38631 |bohr    |  Ro-22⁺ +  S-102ª                                         +     5000 =>   P-22 + Z-102                                                           +    2626.08 |    2373.92 | decay, nuclear               | 0xf8d0c9f300d0649861963ebae0bb568533619448 | 0x16c6cb389e4f25cd92c93e5223d27d822d81e6299c27d0ad9f2ae5ebd6254ed5 | 0x52c13ac21954fee4a2e8125453d906e5f7b74e719e11891e1b9950e7b6299150 |
|    38633 |bohr    |   Ei-5∙                                                   +      400 =>   Sr₂(Sr-2,Sr-3>)                                                        +     265.56 |     134.44 | metallic, nuclear            | 0x3d5860e92964c01e3611df3a2b6a9578e29be001 | 0xbfa33c7f5402e73994d43da53431df5230b0f2e652053f3c203ddf3e3790103b | 0x3ce69d219fb33cebe43ca360021e20f4ec0dffa4d0b62f2eba2fedfb3873acbe |
|    38635*|bohr    |  Lu-35⁺ +  Z-102ª                                         +    10000 =>   P-22 + Ha-115                                                          +    6618.34 |    3381.66 | decay, nuclear               | 0xf8d0c9f300d0649861963ebae0bb568533619448 | 0x8e5d5ce1f62e9b1ff420ecb06527a413350a86c81b725d99c3d8f785fba26f11 | 0xfea7307fe53ae16778a6ae5998cd52c6527df64686381b451a268310111ffd8e |
|    38639 |bohr    |  Ro-23ª +  S-102ª                                         +    15000 =>   P-22 + Z-103                                                           +   11933.33 |    3066.67 | decay, nuclear               | 0x064f5692b711fe69cc10ef3848ba659b8b6dcefa | 0x20f76f214322a0289defda75299e37ce186b561858379f25ae35e2714bdff7d8 | 0xd52da89846879f13172631eedae125e055752a329699292139e51566d95559fa |
|    38641 |bohr    |   Sr-1∙ +  Nd-30ª                                         +     1000 =>   K-31                                                                   +     378.29 |     621.71 | nuclear                      | 0x3f4f9358471602295e78c816c44cd94985b33345 | 0x8cb1463a8e2e54b64186c207c5ef6ab3f3233c8f2edb7a08e660c6506638ebcb | 0x6b89bb4334a861c56d79c2d857066dbc88554407e1b9601856a47a860e53a536 |
|    38647 |bohr    |   Sr-1∙ +  Mt-32⁺                                         +     2000 => ⬇ Mt-33                                                                  +    1347.58 |     652.42 | decay, nuclear               | 0xf8d0c9f300d0649861963ebae0bb568533619448 | 0xf60268ed064648bc8c6121bedac85c7f0200cddc68293f1c57f2ab4a1e954704 | 0xbc80dc38cf7d834893a9ab1d6e79de61442fb52450f6c4f11ede0b30bb81a215 |
|    38651*|bohr    |   Sr-1∙ +  Mt-33⁺                                         +     3000 => ⬇ Mt-34                                                                  +    2255.69 |     744.31 | decay, nuclear               | 0xf8d0c9f300d0649861963ebae0bb568533619448 | 0x65e21abe88c522b7430f6adcbe3a80d977adf4bedcc2783dfff1c33321621f28 | 0x30381fd4a029d09cb39a6a0b3a12adaf662ba122d8e4cd3c118d79aa3a42d01b |
|    38652*|bohr    |  Mt-34⁺ + Kn-116ª                                         +    12000 =>   P-22 + Mt-34 + Nm-94                                                   +   11400.00 |     600.00 | decay                        | 0x064f5692b711fe69cc10ef3848ba659b8b6dcefa | 0x0c636d0895a200f07aa8bbbe6be817aecf4fc6298033dc33491c26372a3df099 | 0x0837f819cb39699f8cbb4d649e7f9b0613adf666be34bfe990034a7e770d1efa |
|    38653*|bohr    |   As-5⁺ +  Ct-15∙ +   T-17∙ +  Eb-21∙                     +       57 => ⬇ Ei-5 + Ct-15 + T-17 + Eb-21                                            +      54.15 |       2.85 | decay                        | 0xf7c5bf2ccb997513c07cf7998c7fd60e679fae7c | 0xb1a3f07d737c5f7f6e03703729c8f16329864aebf731f700f10fa6782acc8cdc | 0x424cd99d5e54bfdbbfc0380a37dc72e00a737b8de2194e4e2fbe136d306daeda |
|    38658 |bohr    |  Mt-35∙ +  Z-103ª                                         +    12000 =>   P-22 + Kn-116                                                          +    7467.40 |    4532.60 | decay, nuclear               | 0x064f5692b711fe69cc10ef3848ba659b8b6dcefa | 0xcc303a6407a94c88d4d2b34db9e74463f8e33bb7fd12773e019c613e232f7841 | 0x738cdefc1d6afdf62405951f30bfa0f03682fa9e7176eacdfe5c4fdd2d41019b |
|    38661*|bohr    |   Sr-3∙ +  Pb-48∙                                         +     1000 =>   Sr-3 + Pb-48                                                           +     950.00 |      50.00 | none                         | 0x3f4f9358471602295e78c816c44cd94985b33345 | 0xa8443e64a419ecc1b7e12688eb816ac7b291fe55b63f1b02b8fde2cbb4a7ba51 | 0xe0e7f51d4dce21d688663e2bd4ce088f57d73b7f211d508152fac3c5c9d6a4ba |
|    38664 |bohr    |   Sr-1∙ +  Yv-72ª                                         +     1000 =>   Cj-73                                                                  +       4.22 |     995.78 | nuclear                      | 0x3f4f9358471602295e78c816c44cd94985b33345 | 0x9ce46103e3679206c79b8e4246367240a8ab70cd55d731c962691ba34d8b8afc | 0xc55ca1ce0e2122d29cab30ac18c010086009a811eb9d9cdeec041fa9bca6fedc |
|    38666*|bohr    |   P-21⁺ +  Co-80ª                                         +     3000 =>   P-22 + Co-79                                                           +     819.78 |    2180.22 | decay, nuclear               | 0xf8d0c9f300d0649861963ebae0bb568533619448 | 0x1e0ea95aeff2247615a364e7e65cca449956ed4e8cd58f7b7faa2912fbbc901f | 0xab1702d63c57190bff4f2aa62eedcd2d3c9c6ba8e3c8e2c915a1580fbe453f9c |
|    38669*|bohr    |   Sr-1∙ +  Ct-17⁻ +  Gy-67ª +  S-102ª                     +        2 =>   Sr-1 + Ct-17 + P-22 + Gy-67 + Co-80                                    +       1.90 |       0.10 | decay                        | 0x30bec4adecec238fbdc9b9c0aff5c011177ff2e3 | 0x8dd35ec7ca97efa4f1e0833c330589dc4c33860401f6ebb90afbec9ae2c699f8 | 0x864edb623d88043403750fc760cb86b4494314ec81255d4ccfea90d804f85721 |
|    38695 |bohr    |   Sr-1∙ +  Nd-30ª                                         +     1000 =>   K-31                                                                   +     378.29 |     621.71 | nuclear                      | 0x3f4f9358471602295e78c816c44cd94985b33345 | 0xc2c7e4a7eef46603e3d073ead4ff21cc0e49c806b2ad8fd6b363ee3b0086e48d | 0xb0fc773d8a6734200be453f5d2521d670cbca2e2fb4de0f2f56c7946f3efbd38 |
|    38711 |bohr    |   Sr-1∙ +  Nd-30ª                                         +     1100 =>   K-31                                                                   +     473.29 |     626.71 | nuclear                      | 0x3f4f9358471602295e78c816c44cd94985b33345 | 0x84c8af14c9e161667d0e5d4da94aa9543bbca17a1648e412b079fc7a15adf94f | 0x40b25b65f72d0ba8a07baca69d368cc0a0ebeb93b2f4caa03bfc1562c03a424a |
|    38722 |bohr    |   Sr-1∙ +   Sr-1∙ +   Sr-1∙ +   Sr-1∙ +   Sr-1∙           +        0 =>   Sr-1 + Sr-1 + Sr-1 + Sr-1 + Sr-1                                       +       0.00 |       0.00 | none                         | 0x974a6266015e7be68470bc8c9dfa99638867b34f | 0x3ec8b4b4f73272a16157297e3d757b2328ba2e18a0964fec70264783d785c70a | 0xe08ce8fe37337ab5e0ec8f378d4255fa08af3a0d32a054ded602666382b6e3cc |
|    38729*|bohr    |  Eb-19⁺ +  Eb-19⁺ +  Eb-19⁺                               +        0 => ⬇ Xj-19 + Xj-19 + Eb-19                                                  +       0.00 |       0.00 | decay                        | 0x974a6266015e7be68470bc8c9dfa99638867b34f | 0x26e3a8c3f7ea5caf3756d362aecc945df4e75f71d88f5ef69bac07f40c68d120 | 0x171c80f962bc4b719a5178a5f5f79ce1dec7531237c9dea9496b698859ebbfa2 |
|    38750*|bohr    |   Sr-2∙ +   T-15⁺ +  Xj-17⁺ +  Eb-20∙ +   K-31⁺           +        0 => ⬇ Sr-2 + Ct-15 + Xj-17 + Eb-20 + K-31                                    +       0.00 |       0.00 | decay                        | 0x974a6266015e7be68470bc8c9dfa99638867b34f | 0x7d7b08e36c00557d4b3c63bcf689e7bd3b39be241d7986e6d3f66462929a8901 | 0xfff852976069aaafe8c851e034be9bb8b37bb5644780e020c5b738b897505d9f |
|    38752*|bohr    |   Dz-8∙ +  Gj-11∙                                         +        3 =>   Dz-8 + Gj-11                                                           +       2.85 |       0.15 | none                         | 0x974a6266015e7be68470bc8c9dfa99638867b34f | 0xf4a0675255ea81244c5c2bf7100b29f916430d50d7a4483cb409f5562a323f2a | 0x3f8d083ef366e6d36d3360722e1525c7e34e8bbe17f1aca43f346fe70bdc0b12 |
|    38754*|bohr    |   Dz-7⁺ +   K-31⁺                                         +        3 => ⬇ As-7 + K-31                                                            +       2.85 |       0.15 | decay                        | 0x974a6266015e7be68470bc8c9dfa99638867b34f | 0xfd47f4e1c10e548609f1bae134dd858a5ef43b112fde57d2464227f454bcc745 | 0x3f8d083ef366e6d36d3360722e1525c7e34e8bbe17f1aca43f346fe70bdc0b12 |
|    38756*|bohr    |   T-16∙ +  Nd-30ª                                         +        0 =>   T-16 + Nd-30                                                           +       0.00 |       0.00 | none                         | 0x44443cf6e3551109746b42150336c513e6e08e9b | 0xec3a24ad4c300b97caca641d672bfe7bfa000799d56b4da5cffa01e6aba16fa9 | 0x3029b91e383c74b6e3d9dd6257c7380fb39b3e844752315015165682cb5af509 |
|    38757*|bohr    |  Ct-15∙ +   T-15⁺                                         +       10 => ⬇ Ct-15 + Ct-15                                                          +       9.50 |       0.50 | decay                        | 0x974a6266015e7be68470bc8c9dfa99638867b34f | 0x76046aca404b7ab553eab5b29653637069ec8c44ea74bc63b5c0929c713b7daf | 0x17e04e4e6d0136d5975df0d3c76e1cb4ea74f505d1fcdf2d5c822226edc3e3c7 |
|    38758*|bohr    |   Ei-4∙ +  Xj-18∙ +  Eb-19⁺ +  Ro-23ª +  Nd-30ª           +        0 => ⬇ Sr-1 + Ei-4 + Xj-18 + Xj-19 + P-22 + Nd-30                             +       0.00 |       0.00 | decay                        | 0x2ef2564b0014cdcfec339214e5c24b4990f28d54 | 0x0d6a5bd90cf4aa42f51c8f0a3278e2ea4c32a26cef201a84f4f4f79cb0488d5d | 0xd05981d623276b7cf9a0f171886bdba43a42ff4bd0bef61510eb100a2c8bb1f9 |
